dataset,old_run,seed,canonical,method,feat_src,head,c,src,bal,frac,wd,lr,n_epochs,batch_size,bn,unfreeze,restart,metadata_csv,pretrained,code_version,path
CelebA,erm_dfr_gdro_0.5,111,ft.erm.gdro__c-std__src-train__bal-sub.rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,sub.rw,0.5,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_dfr_gdro_0.5/model_outputs_111
CelebA,erm_dfr_gdro_0.5,222,ft.erm.gdro__c-std__src-train__bal-sub.rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,sub.rw,0.5,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_dfr_gdro_0.5/model_outputs_222
CelebA,erm_dfr_gdro_0.5,333,ft.erm.gdro__c-std__src-train__bal-sub.rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,sub.rw,0.5,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_dfr_gdro_0.5/model_outputs_333
CelebA,erm_dfr_gdro_0.75,111,ft.erm.gdro__c-std__src-train__bal-sub.rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,sub.rw,0.75,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_dfr_gdro_0.75/model_outputs_111
CelebA,erm_dfr_gdro_0.75,222,ft.erm.gdro__c-std__src-train__bal-sub.rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,sub.rw,0.75,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_dfr_gdro_0.75/model_outputs_222
CelebA,erm_dfr_gdro_0.75,333,ft.erm.gdro__c-std__src-train__bal-sub.rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,sub.rw,0.75,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_dfr_gdro_0.75/model_outputs_333
CelebA,erm_dfr_gdro_0.9,111,ft.erm.gdro__c-std__src-train__bal-sub.rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,sub.rw,0.9,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_dfr_gdro_0.9/model_outputs_111
CelebA,erm_dfr_gdro_0.9,222,ft.erm.gdro__c-std__src-train__bal-sub.rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,sub.rw,0.9,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_dfr_gdro_0.9/model_outputs_222
CelebA,erm_dfr_gdro_0.9,333,ft.erm.gdro__c-std__src-train__bal-sub.rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,sub.rw,0.9,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_dfr_gdro_0.9/model_outputs_333
CelebA,erm_dfr_rw,111,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-1.0__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,1.0,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_dfr_rw/model_outputs_111
CelebA,erm_dfr_rw,222,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-1.0__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,1.0,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_dfr_rw/model_outputs_222
CelebA,erm_dfr_rw,333,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-1.0__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,1.0,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_dfr_rw/model_outputs_333
CelebA,erm_dfr_rw_0.1,111,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.1__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.1,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_dfr_rw_0.1/model_outputs_111
CelebA,erm_dfr_rw_0.1,222,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.1__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.1,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_dfr_rw_0.1/model_outputs_222
CelebA,erm_dfr_rw_0.1,333,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.1__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.1,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_dfr_rw_0.1/model_outputs_333
CelebA,erm_dfr_rw_0.25,111,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.25__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.25,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_dfr_rw_0.25/model_outputs_111
CelebA,erm_dfr_rw_0.25,222,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.25__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.25,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_dfr_rw_0.25/model_outputs_222
CelebA,erm_dfr_rw_0.25,333,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.25__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.25,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_dfr_rw_0.25/model_outputs_333
CelebA,erm_dfr_rw_0.5,111,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.5,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_dfr_rw_0.5/model_outputs_111
CelebA,erm_dfr_rw_0.5,222,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.5,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_dfr_rw_0.5/model_outputs_222
CelebA,erm_dfr_rw_0.5,333,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.5,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_dfr_rw_0.5/model_outputs_333
CelebA,erm_dfr_rw_0.75,111,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.75,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_dfr_rw_0.75/model_outputs_111
CelebA,erm_dfr_rw_0.75,222,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.75,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_dfr_rw_0.75/model_outputs_222
CelebA,erm_dfr_rw_0.75,333,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.75,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_dfr_rw_0.75/model_outputs_333
CelebA,erm_dfr_rw_0.9,111,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.9,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_dfr_rw_0.9/model_outputs_111
CelebA,erm_dfr_rw_0.9,222,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.9,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_dfr_rw_0.9/model_outputs_222
CelebA,erm_dfr_rw_0.9,333,ft.erm.erm__c-std__src-train__bal-sub.rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,sub.rw,0.9,0.1,1e-05,51,64,train,0,0,dfr,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_dfr_rw_0.9/model_outputs_333
CelebA,erm_gdro,111,ft.erm.gdro__c-std__src-train__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,1.0,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_gdro/model_outputs_111
CelebA,erm_gdro,222,ft.erm.gdro__c-std__src-train__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,1.0,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_gdro/model_outputs_222
CelebA,erm_gdro,333,ft.erm.gdro__c-std__src-train__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,1.0,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_gdro/model_outputs_333
CelebA,erm_gdro_0.1,111,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.1__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.1,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_gdro_0.1/model_outputs_111
CelebA,erm_gdro_0.1,222,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.1__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.1,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_gdro_0.1/model_outputs_222
CelebA,erm_gdro_0.1,333,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.1__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.1,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_gdro_0.1/model_outputs_333
CelebA,erm_gdro_0.25,111,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.25__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.25,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_gdro_0.25/model_outputs_111
CelebA,erm_gdro_0.25,222,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.25__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.25,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_gdro_0.25/model_outputs_222
CelebA,erm_gdro_0.25,333,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.25__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.25,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_gdro_0.25/model_outputs_333
CelebA,erm_gdro_0.5,111,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.5,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_gdro_0.5/model_outputs_111
CelebA,erm_gdro_0.5,222,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.5,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_gdro_0.5/model_outputs_222
CelebA,erm_gdro_0.5,333,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.5,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_gdro_0.5/model_outputs_333
CelebA,erm_gdro_0.75,111,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.75,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_gdro_0.75/model_outputs_111
CelebA,erm_gdro_0.75,222,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.75,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_gdro_0.75/model_outputs_222
CelebA,erm_gdro_0.75,333,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.75,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_gdro_0.75/model_outputs_333
CelebA,erm_gdro_0.9,111,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.9,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_gdro_0.9/model_outputs_111
CelebA,erm_gdro_0.9,222,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.9,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_gdro_0.9/model_outputs_222
CelebA,erm_gdro_0.9,333,ft.erm.gdro__c-std__src-train__bal-rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.gdro,erm,gdro,std,train,rw,0.9,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_gdro_0.9/model_outputs_333
CelebA,erm_rw,111,ft.erm.erm__c-std__src-train__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,1.0,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_rw/model_outputs_111
CelebA,erm_rw,222,ft.erm.erm__c-std__src-train__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,1.0,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_rw/model_outputs_222
CelebA,erm_rw,333,ft.erm.erm__c-std__src-train__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,1.0,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_rw/model_outputs_333
CelebA,erm_rw_0.1,111,ft.erm.erm__c-std__src-train__bal-rw__frac-0.1__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.1,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_rw_0.1/model_outputs_111
CelebA,erm_rw_0.1,222,ft.erm.erm__c-std__src-train__bal-rw__frac-0.1__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.1,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_rw_0.1/model_outputs_222
CelebA,erm_rw_0.1,333,ft.erm.erm__c-std__src-train__bal-rw__frac-0.1__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.1,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_rw_0.1/model_outputs_333
CelebA,erm_rw_0.25,111,ft.erm.erm__c-std__src-train__bal-rw__frac-0.25__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.25,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_rw_0.25/model_outputs_111
CelebA,erm_rw_0.25,222,ft.erm.erm__c-std__src-train__bal-rw__frac-0.25__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.25,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_rw_0.25/model_outputs_222
CelebA,erm_rw_0.25,333,ft.erm.erm__c-std__src-train__bal-rw__frac-0.25__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.25,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_rw_0.25/model_outputs_333
CelebA,erm_rw_0.5,111,ft.erm.erm__c-std__src-train__bal-rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.5,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_rw_0.5/model_outputs_111
CelebA,erm_rw_0.5,222,ft.erm.erm__c-std__src-train__bal-rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.5,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_rw_0.5/model_outputs_222
CelebA,erm_rw_0.5,333,ft.erm.erm__c-std__src-train__bal-rw__frac-0.5__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.5,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_rw_0.5/model_outputs_333
CelebA,erm_rw_0.75,111,ft.erm.erm__c-std__src-train__bal-rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.75,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_rw_0.75/model_outputs_111
CelebA,erm_rw_0.75,222,ft.erm.erm__c-std__src-train__bal-rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.75,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_rw_0.75/model_outputs_222
CelebA,erm_rw_0.75,333,ft.erm.erm__c-std__src-train__bal-rw__frac-0.75__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.75,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_rw_0.75/model_outputs_333
CelebA,erm_rw_0.9,111,ft.erm.erm__c-std__src-train__bal-rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.9,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_111.pth,current,results/CelebA/erm_rw_0.9/model_outputs_111
CelebA,erm_rw_0.9,222,ft.erm.erm__c-std__src-train__bal-rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.9,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_222.pth,current,results/CelebA/erm_rw_0.9/model_outputs_222
CelebA,erm_rw_0.9,333,ft.erm.erm__c-std__src-train__bal-rw__frac-0.9__wd-0.1__lr-1e-5__ep-51__bn-train,ft.erm.erm,erm,erm,std,train,rw,0.9,0.1,1e-05,51,64,train,0,0,list_attr_celeba.csv,pretrained_models/CelebA/erm_333.pth,current,results/CelebA/erm_rw_0.9/model_outputs_333
CelebA,ermjtt,111,e2e.jtt__c-std__bal-none__frac-1.0__wd-0.0001__lr-0.0001__ep-2,e2e.jtt,,erm,std,,none,1.0,0.0001,0.0001,2,64,n/a,0,0,list_attr_celeba.csv,,current,results/CelebA/ermjtt/model_outputs_111
CelebA,ermjtt,222,e2e.jtt__c-std__bal-none__frac-1.0__wd-0.0001__lr-0.0001__ep-2,e2e.jtt,,erm,std,,none,1.0,0.0001,0.0001,2,64,n/a,0,0,list_attr_celeba.csv,,current,results/CelebA/ermjtt/model_outputs_222
CelebA,ermjtt,333,e2e.jtt__c-std__bal-none__frac-1.0__wd-0.0001__lr-0.0001__ep-2,e2e.jtt,,erm,std,,none,1.0,0.0001,0.0001,2,64,n/a,0,0,list_attr_celeba.csv,,current,results/CelebA/ermjtt/model_outputs_333
CelebA,gdro,111,e2e.gdro__c-std__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51,e2e.gdro,,gdro,std,,rw,1.0,0.1,1e-05,51,64,n/a,0,0,list_attr_celeba.csv,,current,results/CelebA/gdro/model_outputs_111
CelebA,gdro,222,e2e.gdro__c-std__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51,e2e.gdro,,gdro,std,,rw,1.0,0.1,1e-05,51,64,n/a,0,0,list_attr_celeba.csv,,current,results/CelebA/gdro/model_outputs_222
CelebA,gdro,333,e2e.gdro__c-std__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51,e2e.gdro,,gdro,std,,rw,1.0,0.1,1e-05,51,64,n/a,0,0,list_attr_celeba.csv,,current,results/CelebA/gdro/model_outputs_333
CelebA,jtt_1_50,111,e2e.jtt__c-std__bal-none__frac-1.0__wd-0.1__lr-1e-5__ep-6,e2e.jtt,,erm,std,,none,1.0,0.1,1e-05,6,64,n/a,0,0,metadata.csv,,current,results/CelebA/jtt_1_50/model_outputs_111
CelebA,jtt_1_50,222,e2e.jtt__c-std__bal-none__frac-1.0__wd-0.1__lr-1e-5__ep-6,e2e.jtt,,erm,std,,none,1.0,0.1,1e-05,6,64,n/a,0,0,metadata.csv,,current,results/CelebA/jtt_1_50/model_outputs_222
CelebA,jtt_1_50,333,e2e.jtt__c-std__bal-none__frac-1.0__wd-0.1__lr-1e-5__ep-6,e2e.jtt,,erm,std,,none,1.0,0.1,1e-05,6,64,n/a,0,0,metadata.csv,,current,results/CelebA/jtt_1_50/model_outputs_333
CelebA,jtt_1_50_,111,e2e.jtt__c-std__bal-none__frac-1.0__wd-0.1__lr-1e-5__ep-6,e2e.jtt,,erm,std,,none,1.0,0.1,1e-05,6,64,n/a,0,0,metadata.csv,,current,results/CelebA/jtt_1_50_/model_outputs_111
CelebA,rw_erm,111,e2e.erm__c-std__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51,e2e.erm,,erm,std,,rw,1.0,0.1,1e-05,51,64,n/a,0,0,list_attr_celeba.csv,,current,results/CelebA/rw/model_outputs_111
CelebA,rw_erm,222,e2e.erm__c-std__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51,e2e.erm,,erm,std,,rw,1.0,0.1,1e-05,51,64,n/a,0,0,list_attr_celeba.csv,,current,results/CelebA/rw/model_outputs_222
CelebA,rw_erm,333,e2e.erm__c-std__bal-rw__frac-1.0__wd-0.1__lr-1e-5__ep-51,e2e.erm,,erm,std,,rw,1.0,0.1,1e-05,51,64,n/a,0,0,list_attr_celeba.csv,,current,results/CelebA/rw/model_outputs_333
MNISTCIFAR,erm_0.0,111,e2e.erm__c-0.0__bal-none__frac-1.0__wd-0.0001__lr-0.001__ep-5001,e2e.erm,,erm,0.0,,none,1.0,0.0001,0.001,5001,10000,n/a,,,metadata.csv,,pre-normalize,results/MNISTCIFAR/erm_0.0/model_outputs_111
MNISTCIFAR,erm_0.0,222,e2e.erm__c-0.0__bal-none__frac-1.0__wd-0.0001__lr-0.001__ep-5001,e2e.erm,,erm,0.0,,none,1.0,0.0001,0.001,5001,10000,n/a,,,metadata.csv,,pre-normalize,results/MNISTCIFAR/erm_0.0/model_outputs_222
MNISTCIFAR,erm_0.0,333,e2e.erm__c-0.0__bal-none__frac-1.0__wd-0.0001__lr-0.001__ep-5001,e2e.erm,,erm,0.0,,none,1.0,0.0001,0.001,5001,10000,n/a,,,metadata.csv,,pre-normalize,results/MNISTCIFAR/erm_0.0/model_outputs_333
MNISTCIFAR,erm_0.25,111,e2e.erm__c-0.25__bal-none__frac-1.0__wd-0.0001__lr-0.001__ep-5001,e2e.erm,,erm,0.25,,none,1.0,0.0001,0.001,5001,10000,n/a,,,metadata.csv,,pre-normalize,results/MNISTCIFAR/erm_0.25/model_outputs_111
MNISTCIFAR,erm_0.25,222,e2e.erm__c-0.25__bal-none__frac-1.0__wd-0.0001__lr-0.001__ep-5001,e2e.erm,,erm,0.25,,none,1.0,0.0001,0.001,5001,10000,n/a,,,metadata.csv,,pre-normalize,results/MNISTCIFAR/erm_0.25/model_outputs_222
